user_id,conversion_timestamp,revenue,order_id
100691,2026-01-05 21:56:01,183.62,ORD_100691_5050
100693,2026-01-04 10:56:10,16.71,ORD_100693_9990
100726,2026-02-15 08:37:46,149.05,ORD_100726_7302
100729,2026-02-06 23:27:02,29.98,ORD_100729_3486
100771,2026-01-31 08:11:32,78.33,ORD_100771_2832
100776,2026-01-21 20:44:44,32.33,ORD_100776_8939
100779,2026-01-29 20:38:48,287.67,ORD_100779_3732
100788,2026-02-15 03:10:42,23.86,ORD_100788_5483
100803,2026-01-22 06:46:05,202.35,ORD_100803_9634
100805,2026-01-20 09:02:49,245.62,ORD_100805_7839
100814,2026-01-20 17:40:11,65.11,ORD_100814_4080
100818,2026-01-27 08:01:23,180.34,ORD_100818_1419
100825,2026-01-29 22:08:33,18.78,ORD_100825_6947
100841,2026-02-08 20:08:44,34.63,ORD_100841_2690
100848,2026-01-15 17:49:21,34.34,ORD_100848_8255
100858,2026-02-03 19:04:30,41.13,ORD_100858_1065
100864,2026-02-01 14:19:39,31.47,ORD_100864_2291
100865,2026-01-07 12:35:20,47.66,ORD_100865_8972
100876,2026-02-05 06:58:11,59.38,ORD_100876_1713
100879,2026-01-24 20:41:01,204.46,ORD_100879_2878
100895,2026-02-03 15:53:08,98.04,ORD_100895_7109
100910,2026-01-09 21:36:52,105.84,ORD_100910_6611
100916,2026-02-15 16:27:39,225.91,ORD_100916_6660
100933,2026-01-28 23:06:38,201.85,ORD_100933_6055
100961,2026-01-11 02:31:40,56.96,ORD_100961_7205
100964,2026-01-15 03:05:59,101.06,ORD_100964_9167
100968,2026-01-20 22:09:42,35.81,ORD_100968_9194
100969,2026-01-15 13:10:06,28.82,ORD_100969_1872
100978,2026-02-13 02:33:44,69.34,ORD_100978_1324
100989,2026-01-23 05:35:26,50.32,ORD_100989_6783
100991,2026-02-02 09:12:42,294.58,ORD_100991_8878
100993,2026-01-28 03:55:53,37.63,ORD_100993_1702
101000,2026-01-13 15:20:29,16.29,ORD_101000_6056
101003,2026-01-17 18:14:06,27.06,ORD_101003_4291
101009,2026-02-05 08:37:17,19.66,ORD_101009_6803
101021,2026-01-25 11:31:21,28.95,ORD_101021_7439
101024,2026-01-05 03:23:56,71.22,ORD_101024_7748
101043,2026-01-28 13:52:05,124.75,ORD_101043_2896
101051,2026-02-17 01:58:51,37.2,ORD_101051_9503
101059,2026-01-04 21:22:10,160.11,ORD_101059_8244
101067,2026-01-23 22:03:47,25.22,ORD_101067_2217
101068,2026-02-11 20:14:03,78.79,ORD_101068_9275
101073,2026-02-06 07:48:36,187.19,ORD_101073_3228
101076,2026-01-17 01:39:08,50.3,ORD_101076_8962
101082,2026-01-25 21:17:59,15.47,ORD_101082_2022
101084,2026-01-16 04:36:52,39.07,ORD_101084_2617
101089,2026-02-01 04:26:34,53.63,ORD_101089_1461
101100,2026-01-10 01:37:50,172.58,ORD_101100_1565
101103,2026-01-19 22:24:27,51.74,ORD_101103_2590
101106,2026-01-24 20:03:25,68.76,ORD_101106_6285
101123,2026-01-12 20:30:19,52.36,ORD_101123_2107
101128,2026-01-14 13:28:29,209.21,ORD_101128_4260
101132,2026-02-17 22:06:35,121.71,ORD_101132_6651
101139,2026-01-18 22:39:09,56.44,ORD_101139_2650
101142,2026-02-08 16:21:59,490.03,ORD_101142_4206
101147,2026-01-18 21:18:26,30.23,ORD_101147_7175
101148,2026-01-03 19:50:56,39.22,ORD_101148_5784
101168,2026-02-05 08:11:51,82.05,ORD_101168_2099
101181,2026-01-08 12:35:50,112.43,ORD_101181_6468
101202,2026-01-26 19:37:01,39.27,ORD_101202_9684
101210,2026-01-13 19:06:58,47.39,ORD_101210_1016
101214,2026-01-25 03:38:51,58.57,ORD_101214_2718
101228,2026-02-05 11:46:14,74.86,ORD_101228_8116
101233,2026-02-19 07:59:02,41.68,ORD_101233_8144
101241,2026-01-29 23:00:38,33.19,ORD_101241_1304
101273,2026-01-12 13:15:28,212.79,ORD_101273_9644
101276,2026-01-26 15:18:53,78.86,ORD_101276_6238
101288,2026-02-18 17:40:15,21.96,ORD_101288_9632
101293,2026-01-06 22:46:12,112.99,ORD_101293_5710
101299,2026-01-14 23:12:58,290.79,ORD_101299_9107
101304,2026-02-08 14:57:37,54.02,ORD_101304_5755
101320,2026-02-03 15:26:00,77.34,ORD_101320_6919
101352,2026-02-03 07:43:49,27.79,ORD_101352_9109
101360,2026-01-15 02:01:17,29.23,ORD_101360_7861
101367,2026-02-18 04:44:32,27.95,ORD_101367_5499
101386,2026-02-16 09:02:26,20.97,ORD_101386_6696
101403,2026-02-07 12:11:24,104.27,ORD_101403_3354
101417,2026-01-07 01:31:49,29.96,ORD_101417_3340
101420,2026-01-21 03:07:05,157.48,ORD_101420_4412
101429,2026-01-06 19:24:19,20.65,ORD_101429_1739
101439,2026-01-20 17:27:55,429.63,ORD_101439_1862
101461,2026-02-10 12:31:59,56.11,ORD_101461_3301
101469,2026-01-29 06:41:59,23.51,ORD_101469_6009
101471,2026-01-27 13:10:31,18.19,ORD_101471_1064
101473,2026-01-15 17:12:55,39.1,ORD_101473_6985
101478,2026-01-08 04:25:25,22.81,ORD_101478_1724
101479,2026-02-01 18:26:38,23.26,ORD_101479_9116
101498,2026-01-23 12:25:50,27.15,ORD_101498_1068
101506,2026-02-05 17:10:08,21.68,ORD_101506_8450
101509,2026-02-15 04:11:35,38.6,ORD_101509_6243
101511,2026-02-09 23:31:32,45.46,ORD_101511_2759
101522,2026-02-13 12:15:11,20.33,ORD_101522_1237
101524,2026-01-13 17:03:28,66.41,ORD_101524_4815
101530,2026-02-10 09:27:55,36.54,ORD_101530_9896
101537,2026-01-09 16:58:46,27.96,ORD_101537_4205
101553,2026-02-06 21:29:11,22.05,ORD_101553_4944
101586,2026-02-11 00:01:46,97.04,ORD_101586_6588
101588,2026-01-27 12:54:41,21.28,ORD_101588_9148
101605,2026-02-16 23:24:39,49.03,ORD_101605_3844
101614,2026-01-11 16:08:32,37.17,ORD_101614_6955
101617,2026-01-10 08:48:33,51.75,ORD_101617_3923
101618,2026-01-29 16:47:25,305.88,ORD_101618_9294
101620,2026-02-18 11:37:39,135.39,ORD_101620_2488
101626,2026-02-04 15:31:05,105.88,ORD_101626_3102
101639,2026-01-15 22:06:02,30.16,ORD_101639_1803
101647,2026-01-04 17:20:50,114.59,ORD_101647_6726
101653,2026-01-06 15:25:07,29.32,ORD_101653_5488
101654,2026-01-29 05:42:07,291.56,ORD_101654_2574
101677,2026-02-12 22:22:39,33.44,ORD_101677_8131
101679,2026-01-09 06:24:56,37.06,ORD_101679_9600
101691,2026-01-21 16:02:41,60.75,ORD_101691_6493
101702,2026-02-04 08:56:39,57.12,ORD_101702_7025
101710,2026-01-06 02:58:55,213.85,ORD_101710_8378
101713,2026-02-05 10:19:32,47.12,ORD_101713_7804
101719,2026-01-05 18:03:09,31.37,ORD_101719_3774
101723,2026-01-20 11:07:20,23.59,ORD_101723_6761
101733,2026-02-05 13:33:56,74.07,ORD_101733_7152
101735,2026-01-09 04:12:58,179.53,ORD_101735_8795
101739,2026-02-15 14:42:17,212.33,ORD_101739_5055
101749,2026-01-11 13:37:00,81.35,ORD_101749_5692
101784,2026-01-15 11:15:23,27.38,ORD_101784_6102
101785,2026-01-13 07:49:38,52.5,ORD_101785_8092
101795,2026-02-16 22:35:53,129.68,ORD_101795_9659
101818,2026-02-04 05:12:16,109.85,ORD_101818_7602
101819,2026-01-08 22:46:56,16.96,ORD_101819_9199
101820,2026-01-09 05:14:20,33.34,ORD_101820_5734
101831,2026-01-30 20:49:31,24.48,ORD_101831_7763
101837,2026-01-18 01:15:18,39.24,ORD_101837_8731
101844,2026-01-07 21:03:36,43.53,ORD_101844_1975
101853,2026-02-17 09:49:11,58.58,ORD_101853_9484
101855,2026-01-23 09:22:40,48.26,ORD_101855_7845
101871,2026-01-20 22:27:47,49.1,ORD_101871_2902
101875,2026-01-15 03:52:13,388.92,ORD_101875_8426
101880,2026-02-07 04:51:21,16.22,ORD_101880_8660
101882,2026-02-05 13:51:50,139.93,ORD_101882_9841
101883,2026-02-01 12:48:49,47.58,ORD_101883_4309
101887,2026-02-05 05:13:56,84.56,ORD_101887_5796
101901,2026-02-03 22:03:04,71.42,ORD_101901_2059
101906,2026-01-24 01:51:08,31.79,ORD_101906_4365
101908,2026-01-25 07:18:35,162.83,ORD_101908_4094
101917,2026-01-28 06:12:40,37.31,ORD_101917_9337
101923,2026-01-08 03:46:09,25.39,ORD_101923_3706
101929,2026-02-18 02:36:50,59.47,ORD_101929_2552
101941,2026-02-05 12:12:46,68.22,ORD_101941_8300
101957,2026-01-20 09:46:56,36.26,ORD_101957_1502
101963,2026-01-30 16:56:48,74.36,ORD_101963_8647
101967,2026-01-13 00:43:36,17.02,ORD_101967_8556
101969,2026-02-09 12:09:53,89.41,ORD_101969_6399
101978,2026-02-20 05:43:22,257.69,ORD_101978_9646
101985,2026-02-07 18:02:06,43.38,ORD_101985_4017
101987,2026-01-04 08:03:06,52.22,ORD_101987_8720
102000,2026-02-02 10:36:48,15.28,ORD_102000_5922
102027,2026-01-25 05:43:21,290.93,ORD_102027_3218
102031,2026-01-18 16:58:15,120.04,ORD_102031_1126
102034,2026-01-19 20:41:56,31.25,ORD_102034_5923
102036,2026-02-10 00:40:13,146.93,ORD_102036_3699
102044,2026-01-30 10:28:10,19.0,ORD_102044_1039
102064,2026-01-17 23:09:46,147.34,ORD_102064_3941
102076,2026-01-06 00:11:54,112.05,ORD_102076_2824
102079,2026-02-14 03:53:03,162.85,ORD_102079_3270
102084,2026-01-29 13:15:42,74.94,ORD_102084_9361
102092,2026-02-05 23:11:47,73.12,ORD_102092_8043
102105,2026-02-06 05:03:42,69.07,ORD_102105_3024
102113,2026-02-10 03:05:20,60.44,ORD_102113_4630
102118,2026-01-03 23:17:11,250.44,ORD_102118_4978
102119,2026-02-01 05:11:24,18.83,ORD_102119_8214
102125,2026-01-04 19:24:43,38.64,ORD_102125_7709
102128,2026-02-13 18:57:37,36.19,ORD_102128_1176
102137,2026-02-12 17:27:17,54.24,ORD_102137_7469
102144,2026-02-16 07:52:53,49.12,ORD_102144_3503
102147,2026-01-24 02:50:31,23.0,ORD_102147_7939
102171,2026-02-20 02:44:39,23.67,ORD_102171_6161
102175,2026-01-27 01:00:49,148.84,ORD_102175_8039
102178,2026-01-18 12:03:46,103.22,ORD_102178_3798
102180,2026-01-18 06:24:56,95.84,ORD_102180_1616
102184,2026-02-13 13:39:17,37.37,ORD_102184_5417
102192,2026-01-02 03:30:35,131.24,ORD_102192_2565
102203,2026-01-08 18:44:04,78.59,ORD_102203_1676
102212,2026-01-22 03:24:19,19.1,ORD_102212_8273
102229,2026-02-14 13:29:29,27.34,ORD_102229_3157
102246,2026-02-01 16:06:32,30.91,ORD_102246_6860
102258,2026-01-23 14:47:16,34.78,ORD_102258_7142
102266,2026-01-27 10:36:57,19.82,ORD_102266_9289
102272,2026-01-14 01:58:39,27.79,ORD_102272_3033
102280,2026-01-25 04:58:14,41.18,ORD_102280_6670
102281,2026-02-12 12:41:40,55.01,ORD_102281_2067
102284,2026-01-07 16:03:00,183.3,ORD_102284_1362
102286,2026-01-02 08:33:13,283.49,ORD_102286_5561
102288,2026-02-01 09:28:08,72.59,ORD_102288_3962
102292,2026-02-12 01:24:48,533.42,ORD_102292_3770
102298,2026-01-15 11:34:59,282.83,ORD_102298_9152
102308,2026-01-16 15:06:25,114.28,ORD_102308_8233
102317,2026-01-22 01:55:48,19.23,ORD_102317_3999
102324,2026-01-21 20:27:19,108.43,ORD_102324_3685
102329,2026-01-25 22:09:40,50.83,ORD_102329_2716
102336,2026-01-28 07:38:21,77.06,ORD_102336_5812
102342,2026-02-03 02:13:40,25.3,ORD_102342_5906
102345,2026-02-14 19:46:37,51.49,ORD_102345_6447
102360,2026-01-20 14:07:50,36.43,ORD_102360_3175
102370,2026-02-06 12:23:52,101.92,ORD_102370_6798
102382,2026-01-24 01:50:12,36.13,ORD_102382_1084
102391,2026-02-12 10:54:08,121.73,ORD_102391_1192
102404,2026-02-04 02:37:06,134.68,ORD_102404_2364
102409,2026-02-16 22:26:53,104.49,ORD_102409_7462
102427,2026-01-30 01:58:42,31.84,ORD_102427_6489
102436,2026-01-21 14:47:37,21.38,ORD_102436_7058
102442,2026-01-31 23:12:37,29.83,ORD_102442_1104
102443,2026-02-16 17:51:16,76.54,ORD_102443_2541
102452,2026-01-07 02:10:10,19.74,ORD_102452_2229
102464,2026-01-20 16:02:49,58.65,ORD_102464_2897
102481,2026-01-29 07:30:01,47.94,ORD_102481_6166
102490,2026-01-26 03:36:02,45.91,ORD_102490_8444
102511,2026-01-26 04:19:52,72.64,ORD_102511_1598
102527,2026-01-08 23:04:01,48.2,ORD_102527_3904
102534,2026-01-17 15:37:15,54.02,ORD_102534_7011
102540,2026-01-26 23:26:18,75.79,ORD_102540_4725
102547,2026-01-23 07:05:00,37.0,ORD_102547_9579
102552,2026-01-19 02:47:18,52.51,ORD_102552_7095
102559,2026-01-27 04:42:52,60.72,ORD_102559_3936
102566,2026-01-18 08:10:03,50.91,ORD_102566_5981
102569,2026-01-17 04:30:20,132.06,ORD_102569_7666
102573,2026-01-09 02:38:32,26.4,ORD_102573_6247
102590,2026-02-11 03:02:28,55.85,ORD_102590_3511
102594,2026-02-11 19:37:02,141.81,ORD_102594_5483
102598,2026-01-04 02:38:44,43.41,ORD_102598_8840
102619,2026-02-03 00:12:13,44.93,ORD_102619_8948
102620,2026-01-22 22:25:15,142.7,ORD_102620_6026
102656,2026-01-22 08:55:00,86.33,ORD_102656_1376
102658,2026-01-20 23:48:37,41.7,ORD_102658_4424
102664,2026-02-19 12:46:47,42.12,ORD_102664_9559
102673,2026-01-29 16:06:50,25.75,ORD_102673_9363
102696,2026-02-02 04:02:14,38.28,ORD_102696_8670
102700,2026-02-11 08:52:24,39.01,ORD_102700_8701
102713,2026-01-29 08:44:10,50.36,ORD_102713_1015
102714,2026-01-19 17:29:44,115.29,ORD_102714_1918
102721,2026-02-09 16:44:55,27.35,ORD_102721_8092
102739,2026-02-09 04:59:18,40.83,ORD_102739_9754
102745,2026-02-12 02:40:47,139.15,ORD_102745_1801
102759,2026-02-03 11:38:10,65.66,ORD_102759_1312
102781,2026-01-30 16:31:20,43.98,ORD_102781_5640
102787,2026-01-11 13:18:31,530.17,ORD_102787_5194
102811,2026-01-06 22:19:58,127.42,ORD_102811_6860
102833,2026-02-02 23:54:19,237.48,ORD_102833_4314
102852,2026-01-24 01:41:18,59.39,ORD_102852_1774
102864,2026-02-01 21:32:59,46.46,ORD_102864_5688
102870,2026-01-19 22:35:20,70.25,ORD_102870_8623
102878,2026-01-17 05:32:02,254.93,ORD_102878_9649
102889,2026-01-11 11:08:04,230.75,ORD_102889_7555
102907,2026-01-17 00:28:17,15.28,ORD_102907_6435
102949,2026-02-11 21:55:50,147.54,ORD_102949_5251
102981,2026-01-03 09:21:08,30.63,ORD_102981_5827
102997,2026-02-08 02:22:26,276.32,ORD_102997_3877
103005,2026-02-17 06:00:47,19.91,ORD_103005_7546
103019,2026-02-02 15:29:52,164.86,ORD_103019_1982
103045,2026-01-07 11:17:45,106.06,ORD_103045_7957
103051,2026-01-14 12:13:29,133.91,ORD_103051_3117
103054,2026-01-07 02:53:45,56.02,ORD_103054_4074
103056,2026-01-20 00:14:33,46.14,ORD_103056_8257
103070,2026-02-15 02:43:07,16.58,ORD_103070_4340
103073,2026-01-23 23:36:16,34.36,ORD_103073_3062
103074,2026-01-10 16:25:04,35.64,ORD_103074_4345
103078,2026-01-28 08:52:04,85.4,ORD_103078_8699
103080,2026-01-31 21:20:48,83.89,ORD_103080_2210
103090,2026-02-18 02:50:57,39.79,ORD_103090_3890
103097,2026-01-09 07:29:00,87.75,ORD_103097_9572
103141,2026-01-24 05:55:22,192.94,ORD_103141_7679
103144,2026-02-14 19:41:48,43.53,ORD_103144_4206
103157,2026-02-12 05:17:08,37.38,ORD_103157_1349
103173,2026-02-15 16:55:57,15.41,ORD_103173_2387
103185,2026-01-22 04:42:26,96.2,ORD_103185_6032
103194,2026-01-31 19:44:17,42.85,ORD_103194_6998
103203,2026-01-09 12:19:56,53.67,ORD_103203_3307
103209,2026-02-09 21:48:35,174.26,ORD_103209_9389
103211,2026-02-11 02:32:51,40.01,ORD_103211_5309
103230,2026-02-09 01:47:16,56.39,ORD_103230_2803
103248,2026-02-14 03:15:01,34.51,ORD_103248_5819
103277,2026-01-17 11:31:34,98.94,ORD_103277_1710
103298,2026-01-16 21:46:51,59.77,ORD_103298_1189
103309,2026-02-12 03:59:53,116.23,ORD_103309_1496
103317,2026-02-18 18:20:22,151.42,ORD_103317_4500
103319,2026-01-11 08:46:51,36.15,ORD_103319_3832
103323,2026-01-23 23:44:43,113.17,ORD_103323_5075
103355,2026-02-12 06:45:25,19.08,ORD_103355_9867
103357,2026-01-26 04:13:21,106.06,ORD_103357_6123
103359,2026-02-10 16:47:32,154.06,ORD_103359_1059
103362,2026-01-21 09:11:02,18.28,ORD_103362_2455
103363,2026-01-17 06:54:19,38.35,ORD_103363_5667
103367,2026-02-17 09:50:23,126.0,ORD_103367_2707
103378,2026-01-23 15:34:20,93.33,ORD_103378_9892
103382,2026-01-11 09:11:08,136.68,ORD_103382_5654
103391,2026-01-06 16:41:49,347.74,ORD_103391_8375
103394,2026-02-16 11:56:26,34.21,ORD_103394_3581
103408,2026-01-31 18:25:27,44.2,ORD_103408_6172
103415,2026-01-28 18:03:31,34.97,ORD_103415_7750
103419,2026-02-12 11:03:49,17.91,ORD_103419_4841
103440,2026-01-10 06:23:57,29.04,ORD_103440_8721
103447,2026-02-06 01:56:29,23.29,ORD_103447_1472
103448,2026-02-06 23:27:12,41.57,ORD_103448_5928
103450,2026-01-16 14:48:01,240.72,ORD_103450_2769
103455,2026-01-14 02:06:00,27.12,ORD_103455_5564
103479,2026-02-02 06:14:58,22.55,ORD_103479_1474
103483,2026-02-16 06:03:01,108.32,ORD_103483_1171
103495,2026-02-07 13:48:44,103.53,ORD_103495_1346
103499,2026-01-12 07:35:53,21.97,ORD_103499_5876
103503,2026-01-21 21:12:40,143.38,ORD_103503_6121
103512,2026-01-12 03:41:25,77.34,ORD_103512_2625
103515,2026-01-03 00:48:04,16.89,ORD_103515_5625
103522,2026-01-07 21:45:21,24.55,ORD_103522_7632
103533,2026-02-06 09:55:09,147.38,ORD_103533_7508
103541,2026-02-11 23:20:31,73.11,ORD_103541_7850
103556,2026-01-25 15:06:43,117.21,ORD_103556_9262
103573,2026-01-25 00:40:30,26.99,ORD_103573_3372
103581,2026-02-03 13:37:43,116.37,ORD_103581_3177
103603,2026-01-08 03:06:34,152.7,ORD_103603_2308
103651,2026-01-24 17:49:51,91.97,ORD_103651_3180
103659,2026-01-31 18:37:58,35.03,ORD_103659_4757
103664,2026-02-16 15:27:45,50.8,ORD_103664_2927
103670,2026-02-02 15:45:37,29.33,ORD_103670_7542
103687,2026-01-11 20:55:26,105.63,ORD_103687_7874
103712,2026-01-08 16:25:49,68.48,ORD_103712_4451
103716,2026-01-22 08:24:15,121.69,ORD_103716_6405
103717,2026-02-05 09:08:28,17.86,ORD_103717_6001
103751,2026-02-12 19:08:12,176.0,ORD_103751_5819
103762,2026-02-05 08:03:24,128.9,ORD_103762_7223
103777,2026-02-11 10:06:53,356.39,ORD_103777_1048
103783,2026-01-25 15:11:13,39.35,ORD_103783_4489
103785,2026-02-02 12:34:54,70.23,ORD_103785_7017
103800,2026-02-08 04:40:37,46.36,ORD_103800_7787
103807,2026-01-18 03:53:05,27.05,ORD_103807_1913
103809,2026-01-11 20:23:41,109.12,ORD_103809_3526
103830,2026-02-10 00:29:47,60.36,ORD_103830_1850
103834,2026-02-10 04:00:27,37.85,ORD_103834_5677
103836,2026-01-13 05:21:11,22.33,ORD_103836_8495
103850,2026-02-01 16:48:54,173.41,ORD_103850_3014
103851,2026-01-07 15:08:18,64.06,ORD_103851_7516
103860,2026-01-19 01:21:56,19.12,ORD_103860_2488
103874,2026-02-03 02:26:26,24.32,ORD_103874_2559
103876,2026-02-05 20:47:38,29.08,ORD_103876_4016
103879,2026-02-09 14:06:09,74.39,ORD_103879_8753
103891,2026-01-24 17:03:34,64.4,ORD_103891_7771
103903,2026-02-16 14:06:04,79.76,ORD_103903_2127
103919,2026-02-20 23:33:56,38.19,ORD_103919_9295
103938,2026-01-29 09:49:16,79.99,ORD_103938_1592
103941,2026-01-07 16:49:48,107.05,ORD_103941_6144
103942,2026-01-21 09:53:23,25.14,ORD_103942_2350
103946,2026-01-04 00:20:56,71.98,ORD_103946_9785
103948,2026-01-15 16:01:33,39.9,ORD_103948_1675
103958,2026-02-17 03:37:45,57.26,ORD_103958_2540
103959,2026-02-14 19:05:00,95.66,ORD_103959_2785
103962,2026-01-08 23:48:19,31.71,ORD_103962_1901
103964,2026-02-15 02:09:31,15.86,ORD_103964_4302
103982,2026-01-21 05:00:22,46.29,ORD_103982_7879
103984,2026-01-25 21:28:39,15.79,ORD_103984_3143
103987,2026-02-02 03:45:25,66.13,ORD_103987_9450
103990,2026-01-08 19:18:00,71.16,ORD_103990_3818
104003,2026-01-10 21:30:09,65.64,ORD_104003_3578
104009,2026-02-03 07:48:32,62.41,ORD_104009_4936
104017,2026-02-02 06:19:37,113.26,ORD_104017_7518
104019,2026-02-09 21:03:44,51.27,ORD_104019_5748
104025,2026-02-10 22:46:07,80.67,ORD_104025_1969
104034,2026-01-29 22:42:36,30.83,ORD_104034_2308
104040,2026-02-08 20:01:31,76.86,ORD_104040_7566
104044,2026-01-09 10:20:31,25.78,ORD_104044_4260
104045,2026-02-16 10:09:49,32.47,ORD_104045_5417
104069,2026-01-29 13:13:55,190.39,ORD_104069_3471
104075,2026-01-27 09:14:49,17.8,ORD_104075_7487
104086,2026-02-17 13:34:57,46.43,ORD_104086_8696
104098,2026-01-26 23:38:04,55.42,ORD_104098_1807
104104,2026-02-09 16:22:54,62.97,ORD_104104_8043
104128,2026-02-05 10:25:48,185.92,ORD_104128_2765
104129,2026-02-11 01:11:49,32.48,ORD_104129_7099
104146,2026-02-05 21:09:10,41.21,ORD_104146_7537
104147,2026-01-28 15:05:45,94.85,ORD_104147_5006
104148,2026-01-13 10:27:39,45.32,ORD_104148_6439
104171,2026-01-06 18:13:54,87.3,ORD_104171_8870
104200,2026-02-07 16:35:24,140.58,ORD_104200_6596
104215,2026-01-10 12:14:38,126.81,ORD_104215_4718
104259,2026-02-07 09:56:40,38.61,ORD_104259_9219
104261,2026-01-07 14:18:33,36.84,ORD_104261_9298
104266,2026-01-20 01:33:01,204.65,ORD_104266_6154
104277,2026-01-14 18:08:34,25.93,ORD_104277_5857
104300,2026-01-25 03:58:27,98.82,ORD_104300_8488
104309,2026-01-09 18:28:44,21.37,ORD_104309_2369
104325,2026-01-20 06:33:42,303.43,ORD_104325_5164
